13874873.3885;-25066.5069;0.0552;0.0708;0.0047;1.0457;0.9973;0.0013;0
3015939.5849;8627.8550;0.1001;0.0000;0.0000;0.9971;1.0038;0.0019;0
11702254.5972;21149.1729;-0.0010;0.0000;0.0000;1.0277;0.9900;0.0007;0
20328628.9716;23205.2734;-0.0010;0.0000;0.0278;1.0023;0.9954;0.0019;0
21585691.4837;-66359.4398;0.0552;0.0000;0.0000;1.1796;1.0245;0.0019;0
21484667.0239;-28898.0314;0.0552;0.0079;0.2385;1.1041;2.0877;0.0413;0
21194694.0932;-24143.4304;-0.0010;0.0007;0.0024;0.9949;1.0445;0.0021;0
18559684.4875;5615.8562;0.1001;0.0000;0.0057;0.9590;0.9800;0.0075;0
6959280.4279;2988.8652;0.0552;0.0000;0.0410;0.9750;0.9865;0.0017;0
7524961.0187;-60102.3202;0.0552;0.0024;0.8704;1.0558;1.0299;0.0021;0
2131653.2842;24699.3561;0.0552;0.0000;0.0000;0.9853;1.0054;0.0017;0
21086337.1882;-16652.8523;0.0552;0.0743;0.2413;1.0008;1.0059;0.0008;0
76305422.3458;-111889.0362;-0.0010;0.0061;0.0181;1.0162;0.9882;0.0059;0
18883048.9056;-124716.5840;0.0552;0.0089;0.0041;0.9871;1.0067;0.0021;0
21583735.3609;-53862.2094;0.0552;0.0207;0.0076;0.9896;0.9922;0.0020;0
13195583.2315;-23419.5269;0.0552;0.0146;0.4857;0.9989;1.0735;0.0019;0
15627619.4324;8649.6105;0.0552;0.0248;0.0098;0.9973;5.3691;0.0007;0
5826028.1079;20160.8677;0.0552;0.0122;0.0359;1.1834;1.0553;0.0004;0
21042729.0413;-10529.4000;0.0552;0.0091;0.0074;0.9795;1.2081;0.0092;0
594681175.1012;22725.6393;0.1001;0.0000;0.0336;1.0201;1.0101;0.0008;0
20339592.8391;-21991.4980;0.1001;0.0000;0.0067;1.0097;1060.8304;0.0019;0
21096478.3867;-115989.6206;0.0552;0.0182;0.1149;1.0347;1.0078;0.0002;0
9868010.6145;-66544.3925;-0.0010;0.0000;0.4264;1.2451;1.0293;0.0017;0
34991324.3544;16232.3398;0.0552;0.0141;0.0085;0.9892;3.2726;0.0021;0
16953761.6954;-25630.0580;0.0552;0.0250;0.0000;0.9952;0.9806;0.0021;0
14382781.9246;6597.2117;0.0552;0.0000;0.0051;0.9907;1.0784;0.0019;0
3203787.3187;20558.2192;0.0552;0.0000;0.0000;1.2574;1.0833;0.0018;0
2385301.3910;23372.7780;-0.0010;0.0000;0.1490;0.9856;0.9737;0.0237;0
1212653034.1835;-11069.7004;0.0552;0.0149;0.0000;0.9561;1.0727;0.0019;0
20792880.0136;20793.1867;0.0552;0.0000;0.0000;1.0275;0.9758;0.0706;0
151291981.3651;-3566.2025;0.0552;0.0000;0.0000;1.2635;1.1645;0.1771;0
49818932.0182;19645.0496;-0.0010;0.0000;0.0282;1.2816;2.5039;0.0030;0
5868706.6775;-155858.2524;0.0552;0.0000;0.0000;1.0252;0.9808;0.0061;0
1653797.3073;-113831.1454;0.0552;0.0000;0.0984;1.1442;1.0034;0.0021;0
17821861.3749;-12124.7112;0.0552;0.0089;0.1002;0.9925;25.4760;0.0021;0
18097208.5206;2579.1479;-0.0010;0.0000;0.0141;1.0634;0.9995;0.0001;0
15301312.5507;20614.3850;-0.0009;0.0292;0.0000;0.9587;1.0123;0.0099;0
3719821.6743;10264.9668;0.1001;0.0716;0.0040;0.9775;821.9134;0.0001;0
4927220.9916;-15107.9576;0.0552;0.0037;0.1078;1.0401;0.9930;0.0010;0
18433988.1426;4813.2574;0.0552;0.0142;0.0000;1.2577;1.0893;0.0001;0
134441889.6535;-19873.3975;0.0552;0.0000;0.0000;1.1306;1.0051;0.0020;0
3463232.2512;1517.3018;0.1001;0.0000;0.0576;0.9543;0.9981;0.0017;0
5320643.7685;-124842.7848;0.0552;0.0000;0.0000;1.1319;1.0534;0.0017;0
16146374.7558;22403.4750;0.0552;0.0089;0.0072;0.9692;1.0316;0.0018;0
52243536.9080;-4204.3069;-0.0010;0.0000;0.0000;1.0039;0.9815;0.0021;0
21116597.0967;21544.9921;-0.0010;0.0000;0.0000;0.9548;0.9848;0.0021;0
89677791.9851;23952.7588;0.0552;0.0091;0.0262;0.9706;0.9718;0.0020;0
16562149.8940;21873.3793;0.0552;0.0121;0.0024;1.0686;0.9903;0.0021;0
19358817.2794;23989.4502;0.0552;0.0000;0.0000;1.2297;0.9749;0.0021;0
16777583.0927;-24359.8331;-0.0010;0.0000;0.0029;1.0094;1.0215;0.0022;0
16232448.7231;-33671.1275;0.0552;0.0000;0.0725;1.0668;1.0609;0.0091;0
11079351.2512;-7176.6323;-0.0010;0.0119;0.0000;1.0725;1.0067;0.0005;0
20260193.2395;23938.1629;0.0552;0.0000;0.0000;0.9959;0.9762;0.0021;0
19669364.6162;21298.4482;-0.0009;0.0203;0.0000;0.9908;0.9905;0.0021;0
20332147.5821;11878.5006;-0.0010;0.0000;0.2507;1.0562;1.2415;0.0017;0
13461757.1424;23727.2422;0.0552;0.0110;0.0054;1.0216;1.0442;0.0005;0
20353615.8071;11365.5601;0.0552;0.0117;0.0736;0.9792;1.0108;0.0020;0
93825515.3882;22825.6211;0.0552;0.0064;0.0247;1.1589;1.0028;0.0011;0
21488980.5071;20475.4422;0.0552;0.0149;0.0000;1.0105;0.9769;0.0001;0
21088044.0904;21076.1674;0.0552;0.0004;0.0115;1.0013;19.1809;0.0021;0
1948251.1494;8131.9255;0.0552;0.0034;0.0000;0.9599;1.0158;0.0021;0
20323426.9835;17432.5987;-0.0010;0.0000;0.0174;0.9816;1.0051;0.0017;0
20392220.9713;24312.5960;0.0552;0.0234;0.0083;0.9757;1.0487;0.0021;0
20284861.2033;-10329.4821;-0.0009;0.0498;0.0000;1.0326;1.5072;0.0178;0
20337956.4851;-99953.0030;0.0552;0.0000;0.0000;0.9936;1.0443;0.1455;0
17633923.8210;-25505.1861;0.0552;0.0000;0.0017;1.0334;1.1777;0.0005;0
37454355.3870;13210.0775;0.0552;0.0000;0.0000;0.9599;0.9912;0.0006;0
16448136.5590;23530.5467;0.1001;0.0000;0.0211;1.0390;1.2103;0.0019;0
8696526.7336;20584.3571;0.0552;0.0000;0.0000;0.9779;0.9900;0.0017;0
1945385.7036;13521.2576;0.1001;0.0023;0.0000;0.9927;1.2186;0.0019;0
49754359.5907;-5634.4075;0.0552;0.0009;0.0000;0.9728;1.0688;0.0003;0
